Name;Northing;Easting;Elevation;Waypoint;soil_moist;Average_so;F5cm;F10cm;F15cm;Soil_class;O_horizon;Kpa5;Kpa10;Kpa15;Prob;Classified
2502;7117149.31403;703851.09406;257.58435;2502;40;25;7;14;18;3;8;240.788355;240.788355;279.108697;14;1
2503;7117145.34051;703849.00214;258.19553;2503;25;10;9;14;20;3;18;189.694566;240.788355;252.284458;8;1
2504;7117158.01252;703857.3398;259.18568;2504;30;40;11;34;49;5;50;157.180337;105.54009;109.404326;36;1
2505;7117164.72027;703859.71834;256.25563;2505;90;30;12;32;33;3;30;144.987501;111.457201;157.180337;41;1
2506;7117167.67884;703862.23339;258.58208;2506;40;40;8;29;39;3;17;212.048099;121.863156;134.670485;56;2
2507;7117170.74682;703865.41121;256.43948;2507;55;40;5;15;20;3;6;332.757176;225.460219;252.284458;59;2
2508;7117143.11236;703892.51602;257.40119;2508;100;30;6;19;24;5;15;279.108697;180.282552;212.048099;56;2
2509;7117139.46149;703891.26871;256.24961;2509;100;30;20;26;29;4;12;91.339022;134.670485;177.361583;30;1
2510;7117134.1113;703893.20565;258.80494;2510;100;45;8;23;28;4;16;212.048099;150.818857;183.307843;25;1
2511;7117132.0307;703889.69653;256.05749;2511;100;30;35;36;39;4;28;56.850714;100.280435;134.670485;17;1
2512;7117128.06054;703888.20082;256.356;2512;100;30;29;33;43;4;9;66.36473;108.408992;123.153817;20;1
2513;7117123.90116;703887.84763;256.56154;2513;100;20;7;24;25;4;8;240.788355;144.987501;204.000827;11;1
2514;7117119.77818;703886.66272;256.97152;2514;90;25;29;40;48;4;5;66.36473;91.339022;111.457201;12;1
2515;7117115.52558;703885.99239;257.90804;2515;80;20;20;25;27;3;13;91.339022;139.622653;189.694566;13;1
2516;7117111.95385;703883.34468;257.98902;2516;40;25;16;26;34;3;8;111.457201;134.670485;152.876983;13;1
2517;7117143.51642;703894.08149;261.14815;2517;20;45;13;25;40;4;4;134.670485;139.622653;131.575381;54;2
2518;7117151.61064;703894.98139;254.51971;2518;100;45;18;30;34;4;28;100.280435;118.163261;152.876983;44;1
2519;7117153.73381;703899.19799;259.23981;2519;100;50;7;27;49;4;43;240.788355;130.085145;109.404326;50;2
2520;7117157.34767;703898.22082;258.1706;2520;30;60;16;36;46;4;20;111.457201;100.280435;115.830719;41;1
2521;7117162.22454;703899.57052;257.19748;2521;70;30;7;23;33;4;24;240.788355;150.818857;157.180337;81;2
2522;7117167.72399;703899.65245;256.00995;2522;90;50;28;37;41;4;28;68.346817;97.863837;128.631257;71;2
2523;7117173.90111;703899.53697;253.53504;2523;40;30;17;19;22;4;11;105.54009;180.282552;230.337353;79;2
3700;7117250.90318;703601.02505;265.41205;3700;25;40;17;21;25;5;6;105.54009;164.147672;204.000827;88;2
3701;7117256.18894;703600.81464;271.02163;3701;80;75;11;32;56;4;74;157.180337;111.457201;97.087073;84;2
3702;7117258.97015;703599.19953;262.15284;3702;65;55;10;17;38;4;75;171.81174;200.213876;137.92849;89;2
3703;7117262.08008;703599.0852;260.98088;3703;100;75;28;55;77;4;74;68.346817;69.391917;73.572318;91;2
3704;7117265.08204;703601.19279;261.33672;3704;35;70;22;36;54;4;75;84.02332;100.280435;100.280435;94;2
3705;7117248.85273;703597.86811;263.01014;3705;35;50;6;15;40;5;45;279.108697;225.460219;131.575381;64;2
3706;7117242.54651;703597.84225;263.14782;3706;100;15;20;20;22;4;20;91.339022;171.81174;230.337353;45;2
3707;7117239.27667;703597.38068;262.90311;3707;45;10;14;22;30;4;15;125.82733;157.180337;171.81174;40;1
3708;7117237.98348;703595.84683;262.14017;3708;35;15;11;17;22;3;7;157.180337;200.213876;230.337353;38;1
3709;7117233.29969;703591.75399;261.90367;3709;50;30;25;31;36;3;22;75.244478;114.702069;144.987501;36;1
3710;7117229.31261;703591.60666;263.92283;3710;25;15;10;13;15;3;6;171.81174;258.474667;332.757176;30;1
3711;7117144.06608;703430.1551;265.77284;3711;100;70;13;30;53;5;75;134.670485;118.163261;101.967494;89;2
3712;7117143.44301;703435.14844;265.73377;3712;95;75;13;29;48;4;75;134.670485;121.863156;111.457201;82;2
3713;7117144.47285;703439.37142;268.59216;3713;20;75;27;46;60;4;75;70.475725;80.84258;91.339022;95;2
3714;7117145.48419;703442.83309;271.7898;3714;100;75;11;27;53;4;75;157.180337;130.085145;101.967494;92;2
3715;7117143.82426;703444.68905;267.74995;3715;100;75;26;44;62;4;75;72.768395;84.02332;88.743128;94;2
3716;7117142.70294;703428.5991;269.63884;3716;100;60;28;43;54;5;75;68.346817;85.724646;100.280435;86;2
3717;7117143.88766;703425.0645;268.25069;3717;45;75;8;17;47;4;75;212.048099;200.213876;113.597433;65;2
3718;7117144.00055;703421.0984;267.32354;3718;100;75;13;36;51;4;75;134.670485;100.280435;105.54009;42;2
3719;7117145.8506;703415.83332;269.17409;3719;100;60;27;59;66;4;75;70.475725;65.424079;84.02332;57;2
3720;7117145.56154;703412.33528;268.23952;3720;60;50;32;33;33;4;60;61.161753;108.408992;157.180337;45;2
3721;7117145.75115;703409.08026;266.76364;3721;40;15;16;18;18;3;20;111.457201;189.694566;279.108697;42;1
1300;7133890.64621;728916.8235;250.44081;1300;38;5;26;26;26;3;5;72.768395;134.670485;196.572576;56;2
1301;7133889.16096;728912.38132;251.04244;1301;100;50;39;44;48;2;20;52.134364;84.02332;111.457201;32;1
1302;7133887.75923;728907.512;252.24963;1302;100;60;39;47;53;5;23;52.134364;79.353723;101.967494;3;1
1303;7133886.32845;728904.30813;253.26669;1303;30;100;11;20;26;2;8;157.180337;171.81174;196.572576;2;1
1304;7133885.85792;728900.0964;254.81217;1304;20;50;13;21;28;2;10;134.670485;164.147672;183.307843;1;1
1305;7133884.81086;728897.59649;255.35986;1305;20;20;11;16;20;1;4;157.180337;212.048099;252.284458;1;1
1306;7133885.69841;728893.44903;255.8838;1306;17;60;10;17;23;1;6;171.81174;200.213876;220.795134;1;1
1307;7133893.384;728921.24759;250.83544;1307;19;70;14;19;25;3;9;125.82733;180.282552;204.000827;50;2
1308;7133895.25165;728924.39009;251.80626;1308;20;30;6;14;19;2;7;279.108697;240.788355;264.990677;30;1
1309;7133899.45562;728925.89035;252.59437;1309;12;40;11;18;23;2;5;157.180337;189.694566;220.795134;24;1
1310;7133899.82663;728928.6483;253.5224;1310;16;80;10;18;24;1;4;171.81174;189.694566;212.048099;25;1
1311;7133900.96318;728931.74837;254.76471;1311;18;20;10;16;20;1;6;171.81174;212.048099;252.284458;13;1
1312;7134023.20976;728898.2387;257.49161;1312;100;70;23;37;47;4;10;80.84258;97.863837;113.597433;90;2
1313;7134022.1681;728892.71199;256.25522;1313;100;55;39;50;57;4;10;52.134364;75.244478;95.574428;79;2
1314;7134022.43237;728889.48327;256.2843;1314;45;57;35;51;55;4;15;56.850714;73.982161;98.654723;78;2
1315;7134022.98761;728881.59699;257.92745;1315;50;50;17;27;37;3;14;105.54009;130.085145;141.362603;17;1
1316;7134022.91425;728878.68974;258.42528;1317;15;65;12;17;23;2;9;144.987501;200.213876;220.795134;18;1
1317;7134024.05965;728882.66027;256.27444;1316;23;40;14;20;26;2;5;125.82733;171.81174;196.572576;35;1
1318;7134022.9486;728874.40681;258.88442;1318;20;18;10;13;15;2;5;171.81174;258.474667;332.757176;22;1
1319;7134025.46238;728902.65951;256.10568;1319;70;30;46;49;53;4;10;45.854442;76.558319;101.967494;87;2
1320;7134026.30481;728908.13891;257.01974;1320;30;30;20;29;35;4;7;91.339022;121.863156;148.819535;84;2
1321;7134029.98682;728911.16809;256.81958;1321;20;30;36;50;54;3;9;55.573369;75.244478;100.280435;65;2
1322;7134027.68009;728915.87732;257.05736;1322;25;15;14;22;25;2;8;125.82733;157.180337;204.000827;30;1
1323;7134031.79875;728919.84674;257.66613;1323;18;15;13;16;20;1;6;134.670485;212.048099;252.284458;3;1
1324;7134030.49226;728922.91778;258.02795;1324;25;40;11;16;20;1;8;157.180337;212.048099;252.284458;2;1
1325;7134497.23803;728640.08556;278.52302;1325;100;100;52;74;84;5;100;41.817349;54.36507;68.346817;55;2
1326;7134499.25171;728644.06396;279.36732;1326;18;30;15;23;30;3;6;118.163261;150.818857;171.81174;11;1
1327;7134502.90443;728647.34022;280.68531;1327;18;20;15;20;26;2;8;118.163261;171.81174;196.572576;11;1
1328;7134502.82745;728651.87403;282.06675;1328;20;20;12;21;26;2;10;144.987501;164.147672;196.572576;13;1
1329;7134495.44703;728634.47278;278.29804;1329;100;80;44;52;54;5;50;47.444812;72.768395;100.280435;92;2
1330;7134492.13113;728630.00018;278.41862;1330;100;50;35;40;43;5;50;56.850714;91.339022;123.153817;92;2
1331;7134491.41631;728626.66525;279.39598;1331;100;40;38;54;59;5;40;53.220366;70.475725;92.702966;93;2
1332;7134488.61969;728623.48783;278.54166;1332;100;70;32;45;49;5;70;61.161753;82.397609;109.404326;89;2
1333;7134485.62748;728620.43259;278.57713;1333;100;80;50;70;75;5;80;43.055391;56.850714;75.244478;87;2
1334;7134485.0243;728614.17802;278.84653;1334;100;90;40;54;73;5;100;51.102663;70.475725;77.008264;87;2
1335;7134485.5529;728610.47888;281.8746;1335;100;100;42;58;77;5;100;49.186646;66.36473;73.572318;93;2
1336;7134483.13155;728607.72477;278.97046;1336;100;100;42;63;84;5;100;49.186646;61.960093;68.346817;87;2
1337;7134482.46199;728602.79074;282.09404;1337;100;100;29;49;74;5;100;66.36473;76.558319;76.114454;89;2
1338;7134483.53207;728598.09089;279.23493;1338;100;100;43;56;78;5;100;48.295475;68.346817;72.768395;88;2
1339;7134482.58127;728594.84753;279.2468;1339;100;90;41;59;75;5;100;50.121288;65.424079;75.244478;77;2
1340;7134482.46419;728588.2099;279.40437;1340;40;20;26;29;29;4;20;72.768395;121.863156;177.361583;74;2
1341;7134482.7069;728583.94116;280.12023;1341;25;20;8;16;21;2;11;212.048099;212.048099;240.788355;15;1
1342;7134481.91529;728579.53747;281.30605;1342;35;5;14;18;20;2;4;125.82733;189.694566;252.284458;16;1
1343;7134482.16399;728576.35078;281.81844;1343;18;30;5;11;15;2;25;332.757176;303.49437;332.757176;12;1
2200;7132919.50899;729225.47012;216.11884;2200;30;55;29;42;48;4;7;66.36473;87.506988;111.457201;95;2
2201;7132917.42505;729229.10545;216.36354;2201;40;35;14;22;29;4;3;125.82733;157.180337;177.361583;97;2
2202;7132913.05027;729232.32317;213.72204;2202;45;35;14;23;30;4;7;125.82733;150.818857;171.81174;91;2
2203;7132911.34644;729234.75825;215.08195;2203;40;35;22;26;31;4;2;84.02332;134.670485;166.619952;82;2
2204;7132919.91767;729222.80516;213.87747;2204;40;60;23;42;54;4;10;80.84258;87.506988;100.280435;96;2
2205;7132924.5074;729221.20154;213.11818;2205;100;40;36;46;54;5;7;55.573369;80.84258;100.280435;95;2
2206;7132926.08941;729218.54838;214.07666;2206;100;55;30;38;47;5;8;64.514782;95.574428;113.597433;95;2
2207;7132930.05804;729216.56245;213.43889;2207;100;50;32;40;46;5;24;61.161753;91.339022;115.830719;89;2
2208;7132930.87459;729210.08859;215.76959;2208;100;30;37;39;41;5;30;54.36507;93.402425;128.631257;94;2
2209;7132932.39854;729207.53606;213.51585;2209;100;30;58;69;74;5;30;38.615517;57.517155;76.114454;94;2
2210;7132931.33993;729203.49116;213.7561;2210;100;30;32;41;50;5;7;61.161753;89.376273;107.433565;93;2
2211;7132932.97944;729200.02502;213.47704;2211;80;30;25;28;30;5;7;75.244478;125.82733;171.81174;93;2
2212;7132933.66248;729196.49465;213.53636;2212;80;25;15;19;22;4;6;118.163261;180.282552;230.337353;91;2
3100;7133601.71298;727304.59734;220.95499;3100;50;50;16;26;33;5;5;111.457201;134.670485;157.180337;67;2
3101;7133603.6641;727306.56512;228.7183;3101;45;60;18;25;30;4;9;100.280435;139.622653;171.81174;86;2
3102;7133608.15958;727308.81942;225.0454;3102;100;45;27;34;43;4;5;70.475725;105.54009;123.153817;73;2
3103;7133611.34225;727311.40231;221.65182;3103;100;50;23;34;44;4;6;80.84258;105.54009;120.601828;57;1
3104;7133613.82679;727313.23411;222.21241;3104;100;50;27;40;50;4;4;70.475725;91.339022;107.433565;72;2
3105;7133617.14797;727315.54668;222.6726;3105;100;90;22;29;35;4;6;84.02332;121.863156;148.819535;79;2
3106;7133619.95272;727315.78353;224.79936;3106;90;45;22;28;33;4;5;84.02332;125.82733;157.180337;66;2
3107;7133598.58026;727304.96238;222.16642;3107;65;65;25;40;51;5;4;75.244478;91.339022;105.54009;57;2
3108;7133596.21008;727301.78877;223.1066;3108;20;40;11;17;24;4;2;157.180337;200.213876;212.048099;62;2
3109;7133591.39153;727301.52221;221.89651;3109;30;35;13;19;22;3;2;134.670485;180.282552;230.337353;78;2
3110;7133587.46183;727301.13088;222.7843;3110;30;30;14;21;25;3;4;125.82733;164.147672;204.000827;79;2
1200;7132880.36487;731184.77157;247.13647;1200;60;60;17;23;28;2;10;105.54009;150.818857;183.307843;69;2
1201;7132877.86302;731189.73315;247.06455;1201;25;40;10;15;22;3;6;171.81174;225.460219;230.337353;66;2
1202;7132877.09687;731194.14399;245.89283;1202;20;50;12;24;35;4;5;144.987501;144.987501;148.819535;33;1
1203;7132879.53636;731196.29212;244.0942;1203;20;30;11;18;21;4;5;157.180337;189.694566;240.788355;30;1
1204;7132876.0017;731179.36677;244.4717;1208;24;30;10;13;18;4;5;171.81174;258.474667;279.108697;96;2
1205;7132877.04575;731175.48742;242.69556;1204;100;50;28;38;43;1;15;68.346817;95.574428;123.153817;96;2
1206;7132878.1054;731170.31488;243.97112;1205;95;20;22;33;33;1;15;84.02332;108.408992;157.180337;95;2
1207;7132878.15954;731166.40158;244.02444;1206;100;20;36;40;46;1;20;55.573369;91.339022;115.830719;90;2
1208;7132880.13342;731200.36655;243.95641;1207;43;6;0;18;23;2;6;0;189.694566;220.795134;41;1
1209;7132877.38171;731159.96336;244.49998;1209;40;1;12;18;25;2;1;144.987501;189.694566;204.000827;89;2
1210;7132876.796;731155.66434;244.69668;1210;43;1;10;17;17;3;2;171.81174;200.213876;294.887662;86;2
1211;7132873.15388;731151.17143;251.03362;1211;30;5;2;17;21;4;10;815.593485;200.213876;240.788355;59;2
1212;7132877.0608;731145.94932;248.97671;1212;16;13;12;17;23;4;20;144.987501;200.213876;220.795134;68;2
1213;7132735.71127;731241.91904;241.65047;1213;35;10;20;20;20;3;10;91.339022;171.81174;252.284458;88;2
1214;7132743.71874;731238.70052;246.23546;1214;40;10;15;15;15;2;15;118.163261;225.460219;332.757176;87;2
1215;7132739.80096;731238.80015;239.69703;1215;30;5;14;18;22;3;10;125.82733;189.694566;230.337353;86;2
1216;7132742.59891;731233.19084;239.98777;1216;27;8;10;19;23;3;5;171.81174;180.282552;220.795134;84;2
1217;7132740.95072;731230.00308;245.93903;1217;19;6;15;22;28;4;5;118.163261;157.180337;183.307843;86;2
1218;7132746.68028;731226.26002;241.401;1218;10;5;17;18;22;4;7;105.54009;189.694566;230.337353;45;1
1219;7132736.14508;731255.48584;242.05541;1219;40;10;20;21;21;3;7;91.339022;164.147672;240.788355;93;2
1220;7132737.18221;731257.7117;240.32118;1220;100;10;33;38;41;2;10;59.637648;95.574428;128.631257;92;2
1221;7132738.30876;731261.98479;240.7686;1221;45;10;25;35;40;2;10;75.244478;102.835124;131.575381;87;2
1222;7132739.07448;731267.70307;242.65964;1222;50;15;26;28;29;2;15;72.768395;125.82733;177.361583;84;2
1223;7132741.45474;731270.66934;238.29903;1223;30;7;23;25;28;3;16;80.84258;139.622653;183.307843;79;2
1224;7132742.11999;731274.62525;238.56429;1224;20;20;18;23;27;3;10;100.280435;150.818857;189.694566;75;2
2700;7134332.3998;731341.39001;292.95265;2700;40;70;21;47;71;4;70;87.506988;79.353723;78.871418;70;2
2701;7134334.55051;731342.68323;292.24322;2701;70;70;23;41;66;3;70;80.84258;89.376273;84.02332;73;2
2702;7134336.9572;731345.63788;291.79325;2702;100;70;11;33;54;3;70;157.180337;108.408992;100.280435;79;2
2703;7134336.43798;731351.19815;289.91481;2703;80;65;34;52;69;4;70;58.203197;72.768395;80.84258;68;2
2704;7134338.9365;731355.36076;289.06691;2704;95;65;22;40;61;3;70;84.02332;91.339022;90.019797;56;1
2705;7134340.73557;731357.65331;290.31057;2705;60;50;28;44;58;3;45;68.346817;84.02332;94.113943;27;1
2706;7134340.15857;731360.74716;292.78158;2706;16;30;21;29;34;3;5;87.506988;121.863156;152.876983;6;1
2707;7134344.08049;731363.60393;291.4223;2707;20;25;11;16;21;3;3;157.180337;212.048099;240.788355;3;1
2708;7134344.98603;731367.28607;291.802;2708;15;20;5;12;17;2;5;332.757176;279.108697;294.887662;3;1
2709;7134331.67177;731337.70467;291.57501;2709;65;70;32;57;73;5;70;61.161753;67.338387;77.008264;52;2
2710;7134328.41905;731333.94075;290.49805;2710;100;70;31;46;63;3;70;62.784186;80.84258;87.506988;31;1
2711;7134327.02497;731331.47397;289.32692;2711;95;70;21;44;66;3;70;87.506988;84.02332;84.02332;66;2
2712;7134325.98361;731326.68855;291.5564;2712;100;60;34;62;88;3;70;58.203197;62.784186;65.734066;74;2
2713;7134322.05467;731323.96143;289.65253;2713;100;60;30;50;52;5;70;64.514782;75.244478;103.71944;80;2
2714;7134317.8226;731319.85383;292.08267;2714;100;60;57;63;66;5;70;39.102345;61.960093;84.02332;69;2
2715;7134316.13634;731316.6203;291.31527;2715;100;40;30;40;50;3;20;64.514782;91.339022;107.433565;59;1
2716;7134314.42791;731314.88975;290.18524;2716;30;45;13;19;23;3;2;134.670485;180.282552;220.795134;21;1
2717;7133919.33445;730997.32386;272.06854;2717;100;55;36;50;59;5;16;55.573369;75.244478;92.702966;93;2
2718;7133919.29328;730993.46248;268.43798;2718;100;50;38;40;49;4;25;53.220366;91.339022;109.404326;91;2
2719;7133916.83786;730988.51871;271.59245;2719;100;60;22;28;34;5;13;84.02332;125.82733;152.876983;82;2
2720;7133912.91928;730987.59386;271.31791;2720;100;30;21;25;30;4;6;87.506988;139.622653;171.81174;72;2
2721;7133907.70935;730984.48978;273.40072;2721;30;20;9;16;22;3;6;189.694566;212.048099;230.337353;24;1
2722;7133905.64497;730983.75258;270.52993;2722;16;35;4;16;26;3;5;413.229894;212.048099;196.572576;21;1
2723;7133922.79936;730999.18341;271.60457;2723;100;50;38;48;53;5;27;53.220366;77.926902;101.967494;95;2
2724;7133927.67701;731001.60666;271.19524;2724;100;60;28;47;62;3;46;68.346817;79.353723;88.743128;94;2
2725;7133930.264;731004.9147;271.70631;2725;100;50;24;52;66;4;70;77.926902;72.768395;84.02332;89;2
2726;7133935.37403;731005.19154;270.65434;2726;100;50;61;79;83;4;60;37.250801;51.611984;69.039353;89;2
2727;7133938.7621;731008.65284;269.06765;2727;100;70;57;82;95;5;70;39.102345;50.121288;61.691178;94;2
2728;7134096.76248;730913.36634;282.21084;2728;60;70;24;36;64;5;70;77.926902;100.280435;86.309477;92;2
2729;7134098.65763;730909.44856;281.37566;2729;100;70;25;43;65;3;70;75.244478;85.724646;85.148813;77;2
2730;7134096.129;730907.02168;279.11594;2730;100;40;25;29;38;3;10;75.244478;121.863156;137.92849;71;2
2731;7134093.68412;730906.65331;283.29818;2731;16;20;14;17;19;3;6;125.82733;200.213876;264.990677;83;2
2732;7134097.08555;730916.86951;281.98531;2732;55;70;29;52;64;5;70;66.36473;72.768395;86.309477;90;2
2733;7134089.8981;730917.21366;289.88234;2733;100;70;33;55;87;3;70;59.637648;69.391917;66.36473;93;2
2734;7134098.71905;730927.77799;282.91643;2734;100;60;42;72;98;3;70;49.186646;55.573369;60.135315;91;2
2735;7134096.43243;730932.30715;279.87183;2735;100;70;27;60;80;3;70;70.475725;64.514782;71.220842;98;2
2800;7133258.75903;729472.24454;258.52162;2800;100;20;26;33;37;5;5;72.768395;108.408992;141.362603;79;2
2801;7133254.34599;729473.96345;259.04497;2801;0;10;5;11;13;3;2;332.757176;303.49437;382.278849;75;2
2802;7133250.13832;729475.42935;259.9114;2802;13;20;14;17;20;3;9;125.82733;200.213876;252.284458;51;2
2803;7133248.05991;729476.32452;259.74782;2803;10;15;11;14;15;3;6;157.180337;240.788355;332.757176;39;1
2804;7133259.26973;729469.14803;259.86228;2804;100;30;27;30;36;5;7;70.475725;118.163261;144.987501;80;2
2805;7133264.02111;729468.67;261.74689;2805;30;10;16;20;22;3;2;111.457201;171.81174;230.337353;82;2
2806;7133267.63812;729466.79913;258.98513;2806;15;15;9;12;14;3;1;189.694566;279.108697;355.749381;80;2
2807;7133271.58913;729465.32393;258.88934;2807;0;10;5;10;12;3;2;332.757176;332.757176;413.229894;65;2
2808;7133309.11971;729580.22581;267.74039;2808;100;20;37;41;45;5;25;54.36507;89.376273;118.163261;89;2
2809;7133301.8585;729581.98372;269.13357;2809;60;20;28;34;38;4;4;68.346817;105.54009;137.92849;84;2
2810;7133301.33254;729584.62285;268.24291;2810;45;20;15;17;22;3;3;118.163261;200.213876;230.337353;73;2
2811;7133297.56738;729586.24414;268.55132;2811;30;15;14;17;20;3;5;125.82733;200.213876;252.284458;67;2
2812;7133310.7405;729578.89831;267.79923;2812;60;50;14;43;56;5;14;125.82733;85.724646;97.087073;88;2
2813;7133313.24939;729576.77016;269.76671;2813;40;20;19;25;29;4;9;95.574428;139.622653;177.361583;89;2
2814;7133317.14897;729575.3154;269.15255;2814;10;15;9;12;14;3;4;189.694566;279.108697;355.749381;83;2
2815;7133320.18864;729572.23618;268.37645;2815;15;15;6;11;16;3;3;279.108697;303.49437;312.638997;51;2
2816;7133017.7053;731113.64114;250.97918;2816;100;40;37;40;46;5;55;54.36507;91.339022;115.830719;96;2
2817;7133024.22004;731109.2695;261.55969;2817;100;30;24;29;33;5;4;77.926902;121.863156;157.180337;94;2
2818;7133024.69633;731115.7008;249.56734;2818;100;35;27;33;37;5;6;70.475725;108.408992;141.362603;87;2
2819;7133028.04776;731117.73475;254.65123;2819;31;50;21;28;37;4;2;87.506988;125.82733;141.362603;66;2
2820;7133030.78675;731119.24796;253.99222;2820;20;50;11;18;23;3;3;157.180337;189.694566;220.795134;67;2
2821;7133034.3238;731120.78654;252.09313;2821;13;35;9;13;17;3;4;189.694566;258.474667;294.887662;61;2
2822;7133018.5988;731117.25151;255.49379;2822;60;45;32;42;59;5;45;61.161753;87.506988;92.702966;96;2
2823;7133010.70227;731109.38992;252.01909;2823;40;45;10;16;24;3;2;171.81174;212.048099;212.048099;92;2
2824;7132993.1171;731099.47998;270.4638;2824;20;15;11;15;17;3;6;157.180337;225.460219;294.887662;56;1
2825;7133002.53834;731105.45777;250.73808;2825;17;10;16;19;23;3;4;111.457201;180.282552;220.795134;77;2
2900;7133021.80035;731107.51414;251.93687;2900;100;50;30;37;37;5;22;64.514782;97.863837;141.362603;95;2
2901;7133026.06372;731109.04136;252.5326;2901;100;20;29;41;49;4;30;66.36473;89.376273;109.404326;96;2
2902;7133025.41003;731112.54699;252.18371;2902;100;35;33;38;41;4;16;59.637648;95.574428;128.631257;93;2
2903;7133027.54644;731116.30308;250.85472;2903;30;55;19;26;30;3;6;95.574428;134.670485;171.81174;76;2
2904;7133030.26273;731119.39307;250.85231;2904;13;50;10;15;19;3;1;171.81174;225.460219;264.990677;67;2
2905;7133046.44787;731074.12525;253.6238;2905;85;50;17;33;45;5;20;105.54009;108.408992;118.163261;97;2
2906;7133039.85758;731072.68778;253.78466;2906;30;25;21;27;30;3;7;87.506988;130.085145;171.81174;91;2
2907;7133038.95589;731067.65335;253.78506;2907;25;15;9;18;23;3;6;189.694566;189.694566;220.795134;96;2
2908;7133037.5252;731063.22919;258.13014;2908;20;15;13;19;22;3;3;134.670485;180.282552;230.337353;95;2
2909;7133038.02761;731060.02282;254.30634;2909;20;15;12;16;19;3;3;144.987501;212.048099;264.990677;88;2
2910;7133049.05614;731078.56427;260.61057;2910;95;20;19;40;41;5;6;95.574428;91.339022;128.631257;92;2
2911;7133052.6154;731076.49597;251.13582;2911;30;30;23;27;32;3;5;80.84258;130.085145;161.75265;95;2
2912;7133054.99658;731079.11618;252.6877;2912;25;20;11;12;14;3;6;157.180337;279.108697;355.749381;92;2
2913;7133059.43136;731082.20087;251.22053;2913;20;20;14;28;33;3;2;125.82733;125.82733;157.180337;81;2
3000;7135350.83944;731147.99878;305.17599;3000;100;40;27;38;42;5;27;70.475725;95.574428;125.82733;69;2
3001;7135353.42458;731153.69124;303.8831;3001;100;70;45;66;80;4;70;46.631956;59.637648;71.220842;84;2
3002;7135348.04626;731148.55242;303.73104;3002;95;30;23;32;38;5;10;80.84258;111.457201;137.92849;73;2
3003;7135347.65808;731143.10346;306.38721;3003;90;30;27;30;32;3;19;70.475725;118.163261;161.75265;33;1
3004;7135343.41597;731144.04714;307.73854;3004;40;20;19;22;24;3;3;95.574428;157.180337;212.048099;41;1
3005;7135342.81277;731137.01705;306.56908;3005;20;10;4;5;5;3;3;413.229894;654.648049;976.538921;17;1
3006;7135430.81438;731647.01313;295.77144;3006;100;60;41;53;69;5;70;50.121288;71.600431;80.84258;93;2
3007;7135431.89059;731651.156;297.0459;3007;100;70;30;50;58;5;70;64.514782;75.244478;94.113943;99;3
3008;7135434.23685;731656.04404;294.71145;3008;100;75;27;61;80;3;75;70.475725;63.635299;71.220842;99;3
3009;7135432.78284;731659.82635;292.36394;3009;100;75;17;60;83;4;75;105.54009;64.514782;69.039353;98;3
3010;7135430.1356;731644.68184;295.3563;3010;100;60;44;68;80;5;70;47.444812;58.203197;71.220842;96;2
3011;7135431.44987;731641.88829;296.00834;3011;100;60;33;37;40;5;60;59.637648;97.863837;131.575381;96;2
3012;7135427.70365;731635.53129;294.82614;3012;100;50;39;57;69;5;70;52.134364;67.338387;80.84258;95;2
3200;7135384.74331;732178.9759;278.38255;3200;80;40;25;38;54;5;11;75.244478;95.574428;100.280435;98;2
3201;7135389.25087;732175.79173;283.20538;3201;100;50;36;45;48;4;8;55.573369;82.397609;111.457201;96;2
3202;7135390.53553;732174.66886;280.27394;3202;23;50;3;15;21;3;7;547.351091;225.460219;240.788355;94;2
3203;7135395.23151;732171.7927;279.29483;3203;40;50;13;21;35;4;4;134.670485;164.147672;148.819535;90;2
3204;7135395.53384;732168.6353;283.68413;3204;35;35;10;16;23;3;5;171.81174;212.048099;220.795134;90;2
3205;7135397.90285;732164.79927;283.77928;3205;25;35;8;16;22;3;5;212.048099;212.048099;230.337353;93;2
3206;7135382.5262;732180.40411;279.24361;3206;100;50;21;46;51;5;70;87.506988;80.84258;105.54009;98;3
3207;7135379.17782;732182.79242;278.66707;3207;100;30;32;36;41;5;40;61.161753;100.280435;128.631257;94;2
3208;7135374.00195;732184.7975;283.61204;3208;100;75;62;83;85;5;75;36.825245;49.648337;67.670575;88;2
3209;7135370.28524;732186.28452;283.61753;3209;100;60;32;35;38;5;30;61.161753;102.835124;137.92849;78;2
3210;7135367.47047;732184.23949;284.63054;3210;100;20;37;42;43;5;20;54.36507;87.506988;123.153817;59;2
3211;7135362.69302;732184.09472;282.64577;3211;100;50;33;38;51;4;18;59.637648;95.574428;105.54009;59;1
3212;7135359.55394;732181.71928;282.24841;3212;50;30;18;25;27;4;6;100.280435;139.622653;189.694566;20;1
3213;7135357.9964;732179.57111;285.24768;3213;40;25;18;21;25;3;10;100.280435;164.147672;204.000827;19;1
3214;7135352.18117;732177.76879;284.57031;3214;100;35;37;37;37;3;40;54.36507;97.863837;141.362603;14;1
3215;7135325.85793;732068.82993;289.15231;3215;45;35;25;30;31;5;20;75.244478;118.163261;166.619952;96;2
3216;7135321.93756;732069.55396;290.50797;3216;40;25;27;30;32;4;3;70.475725;118.163261;161.75265;98;2
3217;7135317.50751;732071.75769;286.86995;3217;50;20;11;17;18;4;10;157.180337;200.213876;279.108697;96;2
